status,race_id,event_slug,event_name,race_name,date,distance_km,elevation_gain_m,city,province,official_url,admin_url,gpx_url,source,confidence,evidence,notes,uploaded,upload_status
not_found,fa6f74f2-fead-42a5-9499-bb267e7f45c1,uharte-arakil-beriain-km-bertikala,Uharte Arakil – Beriain Km Bertikala,,2026-09-20,5,1023,Uharte Arakil,Navarra,https://uhartearakil-beriain.com/,https://www.trailrunningcal.com/es/e/uharte-arakil-beriain-km-bertikala,,,,Km Bertikala 5/1023 = kilometro vertical. Cheap-reject category (vertical).,uhartearakil-beriain.com; KV format.,,skipped: vertical (KV)
needs_review,67293c56-5960-453f-9b9f-116cb7d19190,ultra-de-gredos,Ultra de Gredos,Marcha,2026-09-20,16,,Navarredonda de Gredos,Ávila,https://www.orycronsport.com/competiciones/41930,https://www.trailrunningcal.com/es/e/ultra-de-gredos,,,,Ultra de Gredos Marcha 16 km; walk row. The Gredos race distances (43/33/26/9 km) are all recorded; the 16 km marcha is not one of them.,orycronsport registration.,,"needs_review: walk row, no matching race track"
needs_review,fe513765-66af-45ee-b7fe-ededab9556d8,villanera-trail-y-marcha,Villanera Trail y Marcha,Marcha,2026-09-20,8,,Villena,Alicante,https://www.avsports.es,https://www.trailrunningcal.com/es/e/villanera-trail-y-marcha,,,,"Marcha 8 km = same figures as row 265 (Villanera 8 km, not_found).",Walk row; the 2026 'Trail y Marcha' format has no recorded track (row 265 also unresolved).,,needs_review: walk row; no track for the 2026 format
not_found,87f33cad-2e7e-481d-ab3f-1bca74d0e8fb,villanera-trail-y-marcha,Villanera Trail y Marcha,,2026-09-20,8,,Villena,Alicante,https://www.avsports.es,https://www.trailrunningcal.com/es/e/villanera-trail-y-marcha,,,,"8 km; no candidate. The only Wikiloc recording, 'Villanera trail 2025' (id 202827490), is the older 20.25 km / 908 m course. 2026 is a new 'Trail y Marcha' format (8 km + 14 km).",avsports.es unreachable from this environment.,,skipped: only the old 20km course is recorded
not_found,d2eca83b-21a4-44e8-8596-963bb85504bb,villanera-trail-y-marcha,Villanera Trail y Marcha,,2026-09-20,14,,Villena,Alicante,https://www.avsports.es,https://www.trailrunningcal.com/es/e/villanera-trail-y-marcha,,,,14 km; no candidate. Same - the 2025 Wikiloc track is 20.25 km; no 14 km recording for the new 2026 format.,See row 265.,,skipped: only the old 20km course is recorded
not_found,efbb8c5b-b0a0-44cd-8fb9-c50ef4e6d235,trail-jalance,Trail Jalance,Sprint Trail,2026-09-23,12,629,Jalance,Valencia,https://amidasports.com/trail-jalance-2026/,https://www.trailrunningcal.com/es/e/trail-jalance,,,,Sprint Trail 12/629; official site amidasports.com/trail-jalance-2026 links 'Descargar GPX Sprint' but SPRINT_TRAIL_JALANCE.gpx 404s (dead link). The Trail 21k and Marcha 6k are applied (rows 269/270).,Broken organizer GPX link; retry a later pass in case it is fixed.,,skipped: organizer GPX link is broken (404)
not_found,fe6dc59c-910f-41ce-8674-b7420f3c0a74,archidona-trail-contra-el-alzheimer,Archidona Trail Contra el Alzheimer,Mini Trail,2026-09-26,10,500,Archidona,Málaga,https://www.dorsalchip.es/carrera/2026/3/8/XII_Archidona_Trail_Contra_el_Alzheimer.aspx,https://www.trailrunningcal.com/es/e/archidona-trail-contra-el-alzheimer,,,,"Mini Trail 10/500; no candidate. Only the Trail corto 14 km and Trail largo 24 km courses are recorded (rows 272/273, applied); the mini shares the route with the Cadete category but has no dedicated recording.",XII edition; dorsalchip registration.,,skipped: no dedicated mini-course recording
not_found,0841948a-d0b3-48dd-a3e7-83c2a7922c07,azkotrail,Azkotrail,Recorrido corto,2026-09-26,7,250,Peralta,Navarra,https://www.rockthesport.com/es/evento/vi-azkotrail-2026,https://www.trailrunningcal.com/es/e/azkotrail,,,,"Recorrido corto 7/250; no candidate. All Wikiloc Azko Trail recordings (id 186751101 15.85 km, id 82312263 15.1 km) are the ~15 km long course (row 277, applied); no 7 km short-course recording.",VI edition; rockthesport registration.,,skipped: only the ~15km long course is recorded
needs_review,2be33bab-35aa-442b-bcc4-e832062133c8,azkotrail,Azkotrail,Marcha,2026-09-26,7,190,Peralta,Navarra,https://www.rockthesport.com/es/evento/vi-azkotrail-2026,https://www.trailrunningcal.com/es/e/azkotrail,,,,Marcha 7/190; walk row. The corto 7 km course (row 275) also has no recording.,See row 275.,,needs_review: walk row; no track for the short course
not_found,e312cdc1-f0c7-4311-90de-eb37a8024985,basatrail-mendi-lasterketa,Basatrail Mendi Lasterketa,Corta,2026-09-26,8,430,Astigarraga,Gipuzkoa,https://inscripciones.kronoak.com/es/evento/basatrail-mendi-lasterketa,https://www.trailrunningcal.com/es/e/basatrail-mendi-lasterketa,,,,Corta 8/430; no candidate. No Wikiloc recording of Basatrail Mendi Lasterketa; only generic Astigarraga hiking/cycling routes.,kronoak registration; Basque race.,,skipped: no race recording
not_found,fc75c0d3-f115-4f5a-b455-4c9491180023,basatrail-mendi-lasterketa,Basatrail Mendi Lasterketa,Larga,2026-09-26,17,760,Astigarraga,Gipuzkoa,https://inscripciones.kronoak.com/es/evento/basatrail-mendi-lasterketa,https://www.trailrunningcal.com/es/e/basatrail-mendi-lasterketa,,,,Larga 17/760; no candidate. Same - no Basatrail recording on Wikiloc.,kronoak registration.,,skipped: no race recording
not_found,00137526-52db-4a6e-ae10-da5e363d17a3,cnt-cross-trail,CÑT Cross Trail,Promoción,2026-09-26,12,450,Cañete la Real,Málaga,https://www.dorsalchip.es/carrera/2026/9/26/IX_CNT_Cross_Trail.aspx,https://www.trailrunningcal.com/es/e/cnt-cross-trail,,,,Promocion 12/450; no candidate. Only the 26 km CROSS TRAIL course is recorded on Wikiloc (id 84699248 = row 283); no 12 km promocion recording.,IX edition; dorsalchip registration.,,skipped: only the 26km course is recorded
not_found,a3a696a8-84ac-4b18-a922-7c5800e90871,cronotrail-jarapalos-tralhileros,Cronotrail Jarapalos Tralhileros,Crono Corta Jarapalos,2026-09-26,8,,Alhaurín de la Torre,Málaga,https://www.dorsalchip.es/carrera/2026/9/26/I_CRONOTRAIL_JARAPALOS_TRALHILEROS.aspx,https://www.trailrunningcal.com/es/e/cronotrail-jarapalos-tralhileros,,,,Crono Corta 8 km; first edition (I CRONOTRAIL JARAPALOS TRALHILEROS); no track on dorsalchip; no Wikiloc recording.,I edition.,,"skipped: I edition, no track"
not_found,c91ff184-1a3b-4c26-b71c-48de2660a92b,cronotrail-jarapalos-tralhileros,Cronotrail Jarapalos Tralhileros,Crono Jarapalos,2026-09-26,14,718,Alhaurín de la Torre,Málaga,https://www.dorsalchip.es/carrera/2026/9/26/I_CRONOTRAIL_JARAPALOS_TRALHILEROS.aspx,https://www.trailrunningcal.com/es/e/cronotrail-jarapalos-tralhileros,,,,Crono Jarapalos 14/718; first edition; no track on dorsalchip; no Wikiloc recording.,I edition.,,"skipped: I edition, no track"
,97f03829-89e5-43b0-8ced-7569e9512d99,cxm-picu-turbina,CxM Picu Turbina,,2026-09-26,12,1034,Rozagás,Asturias,https://picuturbina.com/,https://www.trailrunningcal.com/es/e/cxm-picu-turbina,,,,,,,
not_found,9f640bfe-98b7-4881-9a17-e2912762e14d,trail-del-mampodre,Trail del Mampodre,Peña Hoguera Speedtrail,2026-09-26,7,300,Maraña,León,https://inscripciones.empa-t.com/inscripcion/ix-trail-mampodre-2026/,https://www.trailrunningcal.com/es/e/trail-del-mampodre,,,,"Pena Hoguera Speedtrail 7/300; no candidate. Wikiloc Mampodre recordings (id 233535021, 133794532) are the ~19 km main course (row 301, applied); the 'Pena Hoguera' Wikiloc route (id 173581798) is a generic hiking loop. No dedicated speedtrail recording.",New 7 km speed variant; official wix site is stale (2017). empa-t registration.,,skipped: no speedtrail recording; only the main-course track exists
needs_review,c2097193-c63b-412b-8391-ae3ab5ddf7cd,trail-indiano,Trail Indiano,Marcha,2026-09-26,12,489,Somao,Asturias,https://inscripciones.empa-t.com/inscripcion/iv-trail-indiano-2026/,https://www.trailrunningcal.com/es/e/trail-indiano,,,,Walk of 12 km within the event; no dedicated track. The only recordings are the 13 K and 21 K races.,"The closest candidate is the track assigned to row 302 (13.31 km / 574 m), whose distance is nearer this walk than the 16 km race. Never assign the same file to both rows; confirm the two courses with the organizer.",,
found,733cac14-832c-4eb7-876a-d1980abd2133,trail-indiano,Trail Indiano,Trail Indiano,2026-09-26,16,558,Somao,Asturias,https://inscripciones.empa-t.com/inscripcion/iv-trail-indiano-2026/,https://www.trailrunningcal.com/es/e/trail-indiano,https://es.wikiloc.com/rutas-carrera-por-montana/trail-indiano-13-k-2024-180721468,wikiloc,medium,"Wikiloc 'Trail Indiano 13 K 2024': 13.31 km / 574 m vs 16 km / 558 m in the DB. Elevation matches almost exactly; distance is 17% short, inside the +-20% rule.","Rejected: 'Trail Indiano 21 K 2024' (158894952) is 31% over. The near-exact elevation suggests the DB distance of 16 km may be wrong, or the course grew after 2024.",,
not_found,bce4431a-c78b-4ccb-a19f-af6b102970db,trail-la-pomar,Trail La Pomar,La Pomar,2026-09-26,12,800,Langreo,Asturias,https://inscripciones.empa-t.com/inscripcion/trail-la-pomar-2026/,https://www.trailrunningcal.com/es/e/trail-la-pomar,,,,"La Pomar 12/800; no candidate. Only generic Langreo routes on Wikiloc ('Senda de Langreo AS-42', 'Trail Minero de Langreo'); none the race course.",empa-t registration.,,skipped: no race recording
not_found,627147d8-a9bc-46d7-9bf8-d0e321d7de0e,trail-pico-almonga,Trail Pico Almonga,Trail,2026-09-26,10,600,Cervera de Pisuerga,Palencia,https://inscripciones.runvasport.es/inscripcion/vi-trail-pico-almonga/,https://www.trailrunningcal.com/es/e/trail-pico-almonga,,,,"Trail 10/600; no candidate. Only generic Pico Almonga ascent routes and an old (~2014) 'Carrera de montana Ascencion al Pico Almonga' recording (id 7071275, >4yr); no current race-specific track.",VI edition; Club Montana Ribera Pisuerga; runvasport registration.,,skipped: only generic/old ascent routes
needs_review,93d68a22-ac51-4975-9339-17988dad21df,trail-pie-del-hombre,Trail Pie del Hombre,Marcha,2026-09-26,8,,Molina de Aragón,Guadalajara,https://www.rockthesport.com/es/evento/trail-pie-del-hombre-molina-aragon,https://www.trailrunningcal.com/es/e/trail-pie-del-hombre,,,,Marcha 8 km; walk row. No recording of any current Pie del Hombre course.,See row 306.,,"needs_review: walk row, no track"
not_found,7b333f04-539a-4913-8f0a-1a2063fe34c1,trail-pie-del-hombre,Trail Pie del Hombre,Sprint Trail,2026-09-26,12,500,Molina de Aragón,Guadalajara,https://www.rockthesport.com/es/evento/trail-pie-del-hombre-molina-aragon,https://www.trailrunningcal.com/es/e/trail-pie-del-hombre,,,,"Sprint Trail 12/500; no candidate. Only an old 'Recorrido largo I Trail Pie del Hombre 2015' recording on Wikiloc (id 9955755, >4yr); the current 7th edition is 15 km + 8 km, no match.",Club de Montana El Huso; rockthesport registration.,,skipped: only a >4yr-old edition recording
not_found,cfa1a780-7df4-4850-b2b0-c2a36356439d,trail-pie-del-hombre,Trail Pie del Hombre,Las Sendas del Huso,2026-09-26,18,900,Molina de Aragón,Guadalajara,https://www.rockthesport.com/es/evento/trail-pie-del-hombre-molina-aragon,https://www.trailrunningcal.com/es/e/trail-pie-del-hombre,,,,Las Sendas del Huso 18/900; no candidate. Same - only the >4yr-old 2015 recording; no match for an 18 km course.,See row 306.,,skipped: only a >4yr-old edition recording
not_found,30c2065f-475c-4c53-9b06-35b4942f4f33,ultrartesanos,Ultrartesanos,Cross,2026-09-26,8,60,Torrejoncillo,Cáceres,https://www.ultrartesanos.com/,https://www.trailrunningcal.com/es/e/ultrartesanos,,,,Cross 8/60; no candidate. Same event - no published track; ficha tecnica stats only.,See row 311.,,skipped: organizer withholds the track
needs_review,e1d2989b-86da-4f43-a198-831b7166f9d4,ultrartesanos,Ultrartesanos,Marcha,2026-09-26,18,410,Torrejoncillo,Cáceres,https://www.ultrartesanos.com/,https://www.trailrunningcal.com/es/e/ultrartesanos,,,,Marcha 18/410; walk row. Same event - no published track.,See row 311.,,needs_review: walk row; organizer withholds the track
not_found,90316fd6-dab7-4e5a-bfcf-c2c210168090,ultrartesanos,Ultrartesanos,Trail,2026-09-26,22,673,Torrejoncillo,Cáceres,https://www.ultrartesanos.com/,https://www.trailrunningcal.com/es/e/ultrartesanos,,,,Trail 22/673; no candidate. Same event - no published track; ficha tecnica stats only.,See row 311.,,skipped: organizer withholds the track
not_found,1ef8744c-721a-440d-b3d4-647937b520ef,ultrartesanos,Ultrartesanos,ArteTrail,2026-09-26,35,1602,Torrejoncillo,Cáceres,https://www.ultrartesanos.com/,https://www.trailrunningcal.com/es/e/ultrartesanos,,,,"ArteTrail 35/1602; no candidate. Official site publishes only ficha tecnica stats (35.7 km / 1602 m, exact DB match); the track is deliberately withheld until race day (route crosses private farms) and the 2025 track post 404s. Old Wikiloc editions (id 114593561, 10933195) are >4yr / different courses.",XVIII edition; ultrartesanos.com / ChipSerena.,,skipped: organizer withholds the track until race day
not_found,017d2630-1015-4c90-8965-55cdeae3611a,asaltamontes-female,Asaltamontes Female,Relevos por equipos,2026-09-27,2,87,O Grove,Pontevedra,https://www.321go.es/Carrera/Detail/558-carrerafemeninaporequiposyrelevosasaltamontesfemale2026?lang=en,https://www.trailrunningcal.com/es/e/asaltamontes-female,,,,Team relay over a 2 km lap; almost nobody uploads a lap that short and official_url is a 321go registration page.,"Lap format under 5 km. If a track is ever needed, it is a single ~2 km loop in O Grove.",,
needs_review,be182c7f-51d8-4ded-9d35-b92c9311f8ef,cursa-bacus,Cursa Bacus,Marcha,2026-09-27,5,,Vilafranca del Penedès,Barcelona,https://correvinyes.verdu.red/cursa-bacus-2026/,https://www.trailrunningcal.com/es/e/cursa-bacus,,,,Marcha 5 km = same as row 319.,Walk version of the 5 km cursa (row 319); neither has a published track.,,needs_review: walk row; no track for the cursa either
not_found,2540611d-220c-4846-a981-81f8a3c88e3d,cursa-bacus,Cursa Bacus,,2026-09-27,5,,Vilafranca del Penedès,Barcelona,https://correvinyes.verdu.red/cursa-bacus-2026/,https://www.trailrunningcal.com/es/e/cursa-bacus,,,,"5 km; no candidate. Cursa Bacus (Correvinyes) is a flat 5/10 km cursa+caminada through Vilafranca del Penedes vineyards; no elevation in the DB, no track published on correvinyes.verdu.red.",Local road/vineyard race.,,"skipped: flat vineyard cursa, no track"
needs_review,ec2ce94b-6111-436e-8f23-875c75c6e973,cursa-bacus,Cursa Bacus,Marcha,2026-09-27,10,,Vilafranca del Penedès,Barcelona,https://correvinyes.verdu.red/cursa-bacus-2026/,https://www.trailrunningcal.com/es/e/cursa-bacus,,,,Marcha 10 km = same as row 320.,Walk version of the 10 km cursa (row 320); neither has a published track.,,needs_review: walk row; no track for the cursa either
not_found,28d099be-704d-4ad4-9a8a-c5baa55c74c9,cursa-bacus,Cursa Bacus,,2026-09-27,10,,Vilafranca del Penedès,Barcelona,https://correvinyes.verdu.red/cursa-bacus-2026/,https://www.trailrunningcal.com/es/e/cursa-bacus,,,,10 km; no candidate. Same flat Cursa Bacus vineyard course; no track published.,Local road/vineyard race.,,"skipped: flat vineyard cursa, no track"
not_found,d285f068-0103-46a9-ad32-be0a88f67d0d,cursa-matonera,Cursa Matonera,Marcha,2026-09-27,9,320,Marganell,Barcelona,https://www.marganell.cat/cursa-matonera,https://www.trailrunningcal.com/es/e/cursa-matonera,,,,Caminada Llarga 9.5/320; no candidate. Same - only the 4 km family route is published; no 9.5 km walk track.,See row 324.,,skipped: only the 4km family route is published
not_found,1468d90c-31e6-4498-a67d-b8478081641a,cursa-matonera,Cursa Matonera,,2026-09-27,12,400,Marganell,Barcelona,https://www.marganell.cat/cursa-matonera,https://www.trailrunningcal.com/es/e/cursa-matonera,,,,"Corredors 12.5/400; no candidate. marganell.cat links only the 4 km Caminada Familiar Wikiloc (id 142306004 = row 323, applied); no track for the 12.5 km race. Wikiloc search returns only the family route and generic Marganell/Montserrat routes.",6th edition; cronosports registration.,,skipped: only the 4km family route is published
not_found,1cf4a33c-f146-4878-9c98-eb3594002f42,cxm-bunyola-xtrem,CxM Bunyola Xtrem,Bunyola Trail Xtrem,2026-09-27,9,500,Bunyola,Illes Balears,https://www.elitechip.net/index.php?idcomp=7596063&zwshow=compdet,https://www.trailrunningcal.com/es/e/cxm-bunyola-xtrem,,,,Bunyola Trail Xtrem 9/500; no candidate. MTB name-collision - all 'Bunyola Xtrem' Wikiloc hits are mountain-biking-trails; the CxM running race has no dedicated recording; only generic Serra de Tramuntana routes.,elitechip registration.,,"skipped: BTT name-collision, no running recording"
not_found,53b7acee-e74b-43a6-88f4-e322ae1a280a,cxm-bunyola-xtrem,CxM Bunyola Xtrem,Bunyola Trail Xtrem,2026-09-27,19,1000,Bunyola,Illes Balears,https://www.elitechip.net/index.php?idcomp=7596063&zwshow=compdet,https://www.trailrunningcal.com/es/e/cxm-bunyola-xtrem,,,,Bunyola Trail Xtrem 19/1000; no candidate. Same BTT name-collision; no dedicated running recording.,elitechip registration.,,"skipped: BTT name-collision, no running recording"
not_found,d606afbc-85c3-4c91-9f79-1e35a3205c07,cxm-macael-marmol,CxM Macael Mármol,Marcha,2026-09-27,14,634,Macael,Almería,https://inscripciones.fedme.es/es/evento/iii-copa-de-espana-en-linea-y-campeonato-de-espana-para-ciegos-en-linea-de-carreras-por-montana-maca?auto=1&cmp=1&frm=1&tit=1,https://www.trailrunningcal.com/es/e/cxm-macael-marmol,,,,"Walk over the same 14 km PROMO course, which itself has no track (see row 331).",Never assign a race track to the walk. Retry after the race.,,
not_found,ae0c1e96-b977-44f0-8882-bc6c9d605b69,cxm-macael-marmol,CxM Macael Mármol,Prueba PROMO,2026-09-27,14,634,Macael,Almería,https://inscripciones.fedme.es/es/evento/iii-copa-de-espana-en-linea-y-campeonato-de-espana-para-ciegos-en-linea-de-carreras-por-montana-maca?auto=1&cmp=1&frm=1&tit=1,https://www.trailrunningcal.com/es/e/cxm-macael-marmol,,,,"Prueba PROMO 14/634; no candidate. Same event as rows 328/329/330 - only 'CxM Macael Marmol Trail 2022' (id 117921538, ~27 km older course) on Wikiloc; no 14 km PROMO recording; 2026 is a changed 'en linea' format.",FEDME registration. Row 332 (Marcha) shares this course.,,skipped: no 14km-course recording
not_found,a5d32ca7-9c58-475e-8923-9ce82d46a6c0,cxm-macael-marmol,CxM Macael Mármol,Campeonato Nacional de CxM para Ciegos,2026-09-27,24,1368,Macael,Almería,https://inscripciones.fedme.es/es/evento/iii-copa-de-espana-en-linea-y-campeonato-de-espana-para-ciegos-en-linea-de-carreras-por-montana-maca?auto=1&cmp=1&frm=1&tit=1,https://www.trailrunningcal.com/es/e/cxm-macael-marmol,,,,Campeonato Nacional CxM para Ciegos 24/1368 = same course as row 328. No dedicated recording.,Shares the 24 km Promesas course (row 328).,,skipped: shares row 328 course; no recording
not_found,401a9fff-c257-43ae-b57a-71ff04877121,cxm-macael-marmol,CxM Macael Mármol,Copa España Promesas,2026-09-27,24,1368,Macael,Almería,https://inscripciones.fedme.es/es/evento/iii-copa-de-espana-en-linea-y-campeonato-de-espana-para-ciegos-en-linea-de-carreras-por-montana-maca?auto=1&cmp=1&frm=1&tit=1,https://www.trailrunningcal.com/es/e/cxm-macael-marmol,,,,"Copa Espana Promesas 24/1368; no candidate. Row 329 (Copa Espana y SNS 27/1614) is applied; 2026 is 'III Copa de Espana en Linea' (point-to-point, changed format). No 24 km track found; only 'CxM Macael Marmol Trail 2022' (id 117921538) which is the older ~27 km course.",FEDME registration.,,skipped: no 24km-course recording; 2026 format changed to point-to-point
,b5f30411-e6b9-42fd-b68f-d708f82c232f,iv-copa-trail-paterna-del-madera,IV Copa Trail Paterna del Madera,Copa Trail,2026-09-27,34,1626,Paterna del Madera,Albacete,https://deportes.dipualba.es/deportes/FichaPrueba/1288,https://www.trailrunningcal.com/es/e/iv-copa-trail-paterna-del-madera,,,,,,,
not_found,be6a7d16-96f3-4bc3-be4e-6fc0724012b0,kv-de-bielsa,KV de Bielsa,"Itinerario Absoluto, Juvenil y Junior",2026-09-27,6,1071,Bielsa,Huesca,https://grantrailsobrarbe.com/i-kv-bielsa/,https://www.trailrunningcal.com/es/e/kv-de-bielsa,,,,"I KV Bielsa 6/1071 = kilometro vertical, first edition. Cheap-reject category (vertical).",grantrailsobrarbe.com.,,"skipped: vertical (KV), first edition"
not_found,5c12fc1a-b6c1-49aa-b387-a0f0d123fab4,lo-trail-de-sec,Lo Trail de Secà,Marcha,2026-09-27,7,,Juncosa,Lleida,https://www.instagram.com/lotraildeseca/,https://www.trailrunningcal.com/es/e/lo-trail-de-sec,,,,Marcha 7 km; no candidate. Same - no Lo Trail de Sec recording on Wikiloc.,Walk row; Instagram-only.,,skipped: no track
not_found,432f526c-79d9-4c7d-8bfb-14f0483fb5f1,lo-trail-de-sec,Lo Trail de Secà,,2026-09-27,13,400,Juncosa,Lleida,https://www.instagram.com/lotraildeseca/,https://www.trailrunningcal.com/es/e/lo-trail-de-sec,,,,"13/400; no candidate. No Wikiloc route for 'Lo Trail de Sec' / 'Lo Trail de Seca' (Juncosa, Les Garrigues); only generic Juncosa hiking/enduro routes. Instagram-only official presence.",Local Catalan race.,,skipped: no race recording; Instagram-only
needs_review,a4c71a5b-c8c4-47fb-ab45-283719720700,lo-trail-rocallaura,Lo Trail Rocallaura,Marcha,2026-09-27,12,500,Rocallaura,Lleida,https://www.instagram.com/lo_trail_rocallaura/,https://www.trailrunningcal.com/es/e/lo-trail-rocallaura,,,,"Walk over the same 12 km course as the race, with identical figures in the DB; neither has a track (see row 340).","No candidate exists yet. Resolve row 340 first, then this walk shares that course.",,
not_found,8ce966e4-a60d-4c52-9612-2d3eb660836b,lo-trail-rocallaura,Lo Trail Rocallaura,,2026-09-27,12,500,Rocallaura,Lleida,https://www.instagram.com/lo_trail_rocallaura/,https://www.trailrunningcal.com/es/e/lo-trail-rocallaura,,,,12/500; no candidate. No Wikiloc route for 'Lo Trail Rocallaura'; only generic Rocallaura / Serra del Tallat routes. Instagram-only official presence.,Local Catalan race. Row 341 (Marcha) already needs_review.,,skipped: no race recording; Instagram-only
not_found,e1e2d420-a56a-4559-b742-9bc052262320,lo-trail-rocallaura,Lo Trail Rocallaura,,2026-09-27,21,750,Rocallaura,Lleida,https://www.instagram.com/lo_trail_rocallaura/,https://www.trailrunningcal.com/es/e/lo-trail-rocallaura,,,,21/750; no candidate. Same - no Lo Trail Rocallaura recording on Wikiloc.,Instagram-only.,,skipped: no race recording; Instagram-only
not_found,df90adff-c34b-47e9-b87e-ae682d06f8a5,medio-kilometro-vertical-el-rosario,Medio Kilómetro Vertical El Rosario,,2026-09-27,2,490,Sámano,Cantabria,https://www.fcatle.com/calendario/,https://www.trailrunningcal.com/es/e/medio-kilometro-vertical-el-rosario,,,,2 km half-vertical with 490 m of gain; official_url is a federation calendar page with no track and no matching recording was found.,"Vertical race well under 5 km: few recordings, lots of noise. Retry after the race.",,
found,107fac16-2438-4d37-8e99-f3801620a0e4,murtrail,Murtrail,La llarga,2026-09-27,20,1070,Martorelles,Barcelona,https://www.cemm.cat/murtrail-2026/,https://www.trailrunningcal.com/es/e/murtrail,https://es.wikiloc.com/rutas-carrera-por-montana/murtrail-llarga-2026-276658101,official,high,"The official cemm.cat/murtrail-2026 links this Wikiloc track as the 2026 llarga course, matching 20 km / 1070 m in the DB.",Organizer-vouched track for the current edition. The site also keeps the 2025 versions linked: wikiloc.com/running-trails/murtrail-llarga-2025-199140473.,,skipped: Wikiloc route id 276658101 deleted (404); CSV gpx_url no longer resolves
needs_review,0b7cea94-f6b4-40e4-a950-5aad87f484c6,pena-de-los-buitres-cxm-trail,Peña de los Buitres CXM Trail,Marcha,2026-09-27,11,600,Pegalajar,Jaén,https://sportmaniacs.com/es/services/inscription/v-petildea-de-los-buitres-cxm-trail,https://www.trailrunningcal.com/es/e/pena-de-los-buitres-cxm-trail,,,,"Walk over the same 11 km course as the Open, with identical figures in the DB; no separate track exists.",The track is the one assigned to row 347. Never assign the same file to both rows.,,
found,58dcce4d-2717-4b50-96bd-dfefb8f7b109,pena-de-los-buitres-cxm-trail,Peña de los Buitres CXM Trail,Open,2026-09-27,11,600,Pegalajar,Jaén,https://sportmaniacs.com/es/services/inscription/v-petildea-de-los-buitres-cxm-trail,https://www.trailrunningcal.com/es/e/pena-de-los-buitres-cxm-trail,https://www.wikiloc.com/trail-running-trails/pegalajar-104105710,wikiloc,medium,Wikiloc 'Pena de los Buitres (Trail Corto) - Pegalajar': 7.51 mi = 12.08 km / 1617 ft = 493 m vs 11 km / 600 m in the DB. The route name states it is the event's short course.,Distance is 10% over and elevation 18% short. official_url is a sportmaniacs registration page with no track.,,
not_found,04b6974c-c064-4ac9-b022-1cc7c3896a25,pujada-al-castell-de-montesa,Pujada al Castell de Montesa,,2026-09-27,8,150,Montesa,Valencia,https://multiesport.es/event/2026-xvii-pujada-al-castell-de-montesa,https://www.trailrunningcal.com/es/e/pujada-al-castell-de-montesa,,,,"8/150; no candidate. XVII edition popular cursa to the Castell de Montesa; only generic Montesa Castle hiking routes on Wikiloc, none the race course.",multiesport timing.,,skipped: only generic castle-hiking routes
not_found,8caab618-5d24-49c8-9538-d5c24a7f5af9,pujada-al-mont,Pujada al Montí,III Monti Express,2026-09-27,10,450,Onda,Castellón,https://sportmaniacs.com/en/services/inscription/xxi-pujada-al-monti-2026,https://www.trailrunningcal.com/es/e/pujada-al-mont,,,,"III Monti Express 10/450; no candidate. The Express is new (introduced 2024); only the ~20 km main course is recorded (row 352, 'Pujada al Monti d'Onda 2024', id 170564192). No dedicated Express recording.",XXI edition; sportmaniacs registration.,,skipped: no Express-course recording
found,ed29f082-1764-4a1e-9dc3-49ba56a836ad,pujada-al-mont,Pujada al Montí,XXI Pujada al Montí,2026-09-27,20,991,Onda,Castellón,https://sportmaniacs.com/en/services/inscription/xxi-pujada-al-monti-2026,https://www.trailrunningcal.com/es/e/pujada-al-mont,https://ca.wikiloc.com/rutes-cursa-de-muntanya/trail-xiv-pujada-al-monti-onda-16982896,wikiloc,medium,Wikiloc 'Trail XIV Pujada al Monti-Onda': 18.75 km / 724 m vs 20 km / 991 m in the DB. Loop from Onda over the Monti in the Sierra de Espadan.,Recorded at the XIV edition; the queue row is the XXI. Alternative: wikiloc.com/trail-running-trails/pujada-al-monti-onda-4525499. Elevation is 724 m vs 991 m in the DB.,,
not_found,d558dfcc-03c8-4f79-bee7-f6c0327a74a8,pujada-al-mont,Pujada al Montí,II Pujada a Monti,2026-09-27,30,1500,Onda,Castellón,https://sportmaniacs.com/en/services/inscription/xxi-pujada-al-monti-2026,https://www.trailrunningcal.com/es/e/pujada-al-mont,,,,II Pujada a Monti 30/1500; no candidate. Only the ~20 km main course is recorded (row 352); no 30 km long-variant recording on Wikiloc.,See row 350.,,skipped: no 30km-variant recording
not_found,4bee0eb7-55bb-416c-b364-a77006ddd7a0,puntallana-cabra-trail,Puntallana Cabra Trail,KV El Corcho,2026-09-27,5,1028,Puntallana,Santa Cruz de Tenerife,https://puntallanacabratrail.com/,https://www.trailrunningcal.com/es/e/puntallana-cabra-trail,,,,KV El Corcho 5/1028 = kilometro vertical. Cheap-reject category (vertical).,puntallanacabratrail.com.,,skipped: vertical (KV)
not_found,ec979670-e225-411f-9b85-043e7ab92a48,trail-desierto-de-gorafe,Trail Desierto de Gorafe,Puntal Trail,2026-09-27,11,244,Gorafe,Granada,https://repositorio.global-tempo.com/carreras.php?id=3084,https://www.trailrunningcal.com/es/e/trail-desierto-de-gorafe,,,,"Puntal Trail 11/244; no candidate. Same - I edition, only generic Gorafe hiking routes (the 'Puntal de Don Diego' hiking loop is a signposted route, not the race).",global-tempo registration.,,"skipped: I edition, only generic routes"
